latitude,longitude,detected_at,confidence,frp,satellite
19.09545,-90.70261,2026-05-10T07:44:00Z,n,0.56,N20
19.09506,-90.72133,2026-05-10T07:44:00Z,n,2.74,N20
19.09448,-90.7177,2026-05-10T07:44:00Z,n,1.96,N20
19.10244369506836,-90.72212219238281,2026-05-10T07:30:21Z,medium_probability,36.0274658203125,GOES-19
19.09876,-90.71821,2026-05-10T07:25:00Z,h,6.87,N
19.10395,-90.7256,2026-05-10T07:25:00Z,n,3.33,N
19.10344,-90.72162,2026-05-10T07:25:00Z,n,3.33,N
19.10293,-90.71764,2026-05-10T07:25:00Z,n,2.94,N
19.09978,-90.72619,2026-05-10T07:25:00Z,n,4.98,N
19.09927,-90.72221,2026-05-10T07:25:00Z,n,4.98,N
19.09825,-90.71423,2026-05-10T07:25:00Z,n,6.87,N
19.09775,-90.71027,2026-05-10T07:25:00Z,n,1.1,N
19.09724,-90.70631,2026-05-10T07:25:00Z,n,1.1,N
19.09561,-90.72678,2026-05-10T07:25:00Z,n,4.98,N
19.0951,-90.72279,2026-05-10T07:25:00Z,n,4.98,N
19.09459,-90.7188,2026-05-10T07:25:00Z,n,6.87,N
19.09409,-90.71484,2026-05-10T07:25:00Z,n,6.87,N
19.08337,-90.53242,2026-05-10T07:25:00Z,n,0.37,N
19.10244369506836,-90.72212219238281,2026-05-10T07:00:21Z,high_probability,44.58456039428711,GOES-19
19.10427,-90.72425,2026-05-10T06:52:00Z,n,9.46,N21
19.10139,-90.72337,2026-05-10T06:52:00Z,n,11.36,N21
19.10089,-90.71799,2026-05-10T06:52:00Z,n,11.36,N21
19.1004,-90.71257,2026-05-10T06:52:00Z,n,3.73,N21
19.09792,-90.72484,2026-05-10T06:52:00Z,n,9.46,N21
19.09746,-90.71944,2026-05-10T06:52:00Z,h,9.46,N21
19.097,-90.71403,2026-05-10T06:52:00Z,n,6.24,N21
19.09655,-90.70873,2026-05-10T06:52:00Z,n,6.24,N21
19.09504,-90.72395,2026-05-10T06:52:00Z,n,11.36,N21
19.09455,-90.71854,2026-05-10T06:52:00Z,n,11.36,N21
19.09406,-90.71324,2026-05-10T06:52:00Z,n,3.73,N21
19.09358,-90.70796,2026-05-10T06:52:00Z,n,3.73,N21
19.10381,-90.71887,2026-05-10T06:52:00Z,n,9.46,N21
19.096572875976562,-90.73504638671875,2026-05-10T06:00:22Z,processed,56.317413330078125,GOES-18
19.097871780395508,-90.7009506225586,2026-05-10T06:00:22Z,processed,58.96514129638672,GOES-18
19.10244369506836,-90.72212219238281,2026-05-10T06:00:21Z,processed,80.40739440917969,GOES-19
19.096572875976562,-90.73504638671875,2026-05-10T05:30:22Z,processed,42.238040924072266,GOES-18
19.10244369506836,-90.72212219238281,2026-05-10T05:30:21Z,processed,59.914031982421875,GOES-19
19.10244369506836,-90.72212219238281,2026-05-10T04:50:21Z,processed,24.92755699157715,GOES-19
19.10244369506836,-90.72212219238281,2026-05-10T03:50:21Z,processed,44.80281448364258,GOES-19
19.10216522216797,-90.70169067382812,2026-05-10T03:20:21Z,processed,109.00931549072266,GOES-19
19.10022,-90.71912,2026-05-10T03:19:00Z,100,171.49,Terra (MODIS)
19.10304,-90.68987,2026-05-10T03:19:00Z,86,47.91,Terra (MODIS)
19.10298,-90.69647,2026-05-10T03:19:00Z,100,106.68,Terra (MODIS)
19.10037,-90.72573,2026-05-10T03:19:00Z,100,123.03,Terra (MODIS)
19.10216522216797,-90.70169067382812,2026-05-10T02:50:21Z,high_probability,62.33821105957031,GOES-19
19.10216522216797,-90.70169067382812,2026-05-09T22:50:21Z,processed,34.81660461425781,GOES-19
19.097871780395508,-90.7009506225586,2026-05-09T21:40:22Z,processed,82.73719787597656,GOES-18
19.082908630371094,-90.74034881591797,2026-05-09T21:10:21Z,processed,51.04600524902344,GOES-19
18.944013595581055,-90.7650375366211,2026-05-09T20:40:21Z,processed,47.3297233581543,GOES-19
19.10216522216797,-90.70169067382812,2026-05-09T20:40:21Z,processed,61.56513595581055,GOES-19
33.84996,-118.33711,2026-05-09T20:08:00Z,n,2.73,N21
33.84849,-118.3368,2026-05-09T20:08:00Z,n,2.91,N21
19.1239,-90.59023,2026-05-09T19:14:00Z,l,7.1,N20
18.961,-90.75886,2026-05-09T19:14:00Z,n,3.26,N20
19.1481,-90.60962,2026-05-09T19:14:00Z,n,13.37,N20
19.14752,-90.6133,2026-05-09T19:14:00Z,l,24.6,N20
19.08541,-90.74669,2026-05-09T19:14:00Z,l,9.98,N20
18.9786,-90.77718,2026-05-09T19:14:00Z,n,12.64,N20
18.98134,-90.78147,2026-05-09T19:14:00Z,l,8.73,N20
18.98193,-90.77776,2026-05-09T19:14:00Z,n,12.64,N20
18.99525,-90.7801,2026-05-09T19:14:00Z,l,8.3,N20
19.00604,-90.69068,2026-05-09T19:14:00Z,l,5.49,N20
19.07174,-90.57702,2026-05-09T19:14:00Z,n,10.78,N20
18.94104,-90.75532,2026-05-09T19:14:00Z,n,12.74,N20
18.94377,-90.75961,2026-05-09T19:14:00Z,n,8.24,N20
18.94436,-90.75591,2026-05-09T19:14:00Z,n,12.74,N20
18.94983,-90.7645,2026-05-09T19:14:00Z,l,2.54,N20
18.95051,-90.69611,2026-05-09T19:14:00Z,n,15.56,N20
18.95316,-90.76509,2026-05-09T19:14:00Z,l,3.04,N20
18.95767,-90.75827,2026-05-09T19:14:00Z,n,5.59,N20
19.10216522216797,-90.70169067382812,2026-05-09T19:10:21Z,processed,60.19930648803711,GOES-19
18.9868,-90.89806,2026-05-09T18:55:00Z,n,5.77,N
19.07568,-90.89967,2026-05-09T18:55:00Z,n,6.23,N
19.09993,-90.70088,2026-05-09T18:55:00Z,n,23.28,N
19.10088,-90.69598,2026-05-09T18:55:00Z,n,63.36,N
19.10446,-90.70174,2026-05-09T18:55:00Z,n,16.24,N
19.10539,-90.6969,2026-05-09T18:55:00Z,n,29.67,N
19.14527,-90.61101,2026-05-09T18:55:00Z,n,6.02,N
19.14726,-90.6097,2026-05-09T18:55:00Z,n,11.86,N
19.14974,-90.61203,2026-05-09T18:55:00Z,n,10.11,N
18.94337,-90.75488,2026-05-09T18:55:00Z,n,11.97,N
18.94243,-90.7597,2026-05-09T18:55:00Z,n,4.16,N
18.98141,-90.77818,2026-05-09T18:55:00Z,h,13.14,N
19.101837158203125,-90.68122100830078,2026-05-09T18:40:21Z,processed,46.88105392456055,GOES-19
19.10333,-90.70267,2026-05-09T18:22:00Z,n,61.47,N21
19.09992,-90.69838,2026-05-09T18:22:00Z,n,92.31,N21
19.12552,-90.59129,2026-05-09T18:22:00Z,n,10.05,N21
19.12302,-90.58755,2026-05-09T18:22:00Z,n,8.8,N21
19.10483,-90.69618,2026-05-09T18:22:00Z,l,98.73,N21
19.10663,-90.69991,2026-05-09T18:22:00Z,n,6.49,N21
18.986160278320312,-90.91299438476562,2026-05-09T16:40:21Z,processed,55.81515121459961,GOES-19
18.985776901245117,-90.89246368408203,2026-05-09T15:40:21Z,processed,48.157894134521484,GOES-19
19.006122589111328,-90.91536712646484,2026-05-09T15:40:21Z,processed,52.16730880737305,GOES-19
18.986160278320312,-90.91299438476562,2026-05-09T15:40:21Z,processed,55.678428649902344,GOES-19
